순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
1534,인어전설,오멸,주식회사 자파리필름,,(주)미로스페이스,2018/11/15,개봉영화,장편,한국,14,"8,698,250","1,113","5,896,650",687,코미디,12세이상관람가,독립/예술영화
1535,파란입이 달린 얼굴,김수정,냉이영화,,영화배급협동조합 씨네소파,2018/01/18,개봉영화,장편,한국,13,"7,091,200","1,095","3,240,600",460,드라마,15세이상관람가,독립/예술영화
1536,장기왕 : 가락시장 레볼루션,정다원,오락가락픽쳐스,,하준사,2017/02/02,개봉영화,장편,한국,17,"8,505,000","1,087","6,394,000",735,코미디,15세이상관람가,독립/예술영화
1537,행복한 울릉인,황석호,(주)MBC,,주식회사 마운틴픽쳐스,2010/02/25,개봉영화,장편,한국,5,"2,841,615","1,085","2,376,000",994,다큐멘터리,전체관람가,독립/예술영화
1538,듀엣,이상빈,(주)스테이지팩토리,,(주)영화사 조제,2012/04/19,개봉영화,장편,한국,10,"7,995,000","1,081","4,587,000",557,드라마,전체관람가,독립/예술영화
1539,하쿠나 마타타 - 지라니 이야기,이창규,(주)이모션픽처스,,(주)이모션픽처스,2010/12/09,개봉영화,장편,한국,1,"6,000,154","1,080","6,037,000","1,093",다큐멘터리,전체관람가,독립/예술영화
1540,춘하추동 로맨스,오창민,곤씨네,,주식회사 노버스엔터테인먼트,2014/12/04,개봉영화,장편,한국,5,"7,368,000","1,074","3,314,000",450,코미디,15세이상관람가,독립/예술영화
1541,약탈자들,손영성,京子필름,,(주)영화사구안,2009/06/18,개봉영화,장편,한국,4,"7,265,791","1,071","6,673,000",968,드라마,15세이상관람가,독립/예술영화
1542,발광하는 현대사,조성규,유한회사 영화사 반딧불,,케이티하이텔(주),2019/07/18,개봉영화,장편,한국,37,"9,730,500","1,069","7,278,300",746,드라마,청소년관람불가,독립/예술영화
1543,꽃찌: 독이 있는 사랑,김문옥,스마일픽쳐스,,스마일픽쳐스,2018/08/23,개봉영화,장편,한국,2,"2,144,000","1,067","2,144,000","1,067",드라마,청소년관람불가,일반영화
1544,거짓말 2014,이민환,(주)케이알씨지,,(유)조이앤컨텐츠그룹,2014/10/22,개봉영화,장편,한국,19,"4,751,000","1,058","1,085,000",253,멜로/로맨스,청소년관람불가,일반영화
1545,JSA 남북공동초등학교,한명구,시네마서울,,시네마서울,2016/01/21,개봉영화,장편,한국,6,"5,262,000","1,049","3,588,000",714,드라마,전체관람가,독립/예술영화
1546,유신의 추억-다카키 마사오의 전성시대,"이정황,김무삼,김태균",엠투,,엠투,2012/11/22,개봉영화,장편,한국,2,"7,137,000","1,043","3,934,000",554,다큐멘터리,12세이상관람가,독립/예술영화
1547,무서운 집,양병간,무서운영화,,(주)콘텐츠윙,2015/07/30,개봉영화,장편,한국,1,"9,371,000","1,039","8,484,000",910,공포(호러),12세이상관람가,일반영화
1548,려행,임흥순,반달,,반달,2019/08/08,개봉영화,장편,한국,19,"7,508,500","1,034","4,059,200",480,다큐멘터리,12세이상관람가,독립/예술영화
1549,늦여름,조성규,하준사,,하준사,2018/10/25,개봉영화,장편,한국,9,"9,348,400","1,032","7,890,300",812,멜로/로맨스,15세이상관람가,독립/예술영화
1550,나는 야한 여자가 좋다 3,김미연,(주)케이알씨지,,(주)케이알씨지,2015/03/26,개봉영화,장편,한국,20,"6,289,000","1,031","1,133,000",227,멜로/로맨스,청소년관람불가,일반영화
1551,짐승의 끝,조성희,한국영화아카데미,,씨제이이앤엠(주),2011/03/17,개봉영화,장편,한국,1,"7,898,000","1,030","6,880,000",886,판타지,청소년관람불가,독립/예술영화
1552,에일리언 비키니,오영두,키노망고스틴,,㈜인디스토리,2011/08/25,개봉영화,장편,한국,10,"7,416,400","1,028","5,631,400",729,SF,청소년관람불가,독립/예술영화
1553,렛 미 아웃,"소재영,김창래",서울예술대학,,㈜영화사 백두대간,2013/08/15,개봉영화,장편,한국,10,"7,600,000","1,024","6,645,000",858,드라마,12세이상관람가,독립/예술영화
1554,고갈,김곡,곡사,,"곡사,서울독립영화제",2009/09/03,개봉영화,장편,한국,3,"6,594,924","1,019","5,967,500",920,드라마,청소년관람불가,독립/예술영화
1555,고향이 어디세요,정수웅,다큐서울,,(주)드림팩트엔터테인먼트,2017/11/09,개봉영화,장편,한국,41,"7,014,900","1,018","3,728,000",515,다큐멘터리,12세이상관람가,독립/예술영화
1556,거미의 땅,"박경태,김동령",(주)시네마달,,(주)시네마달,2016/01/14,개봉영화,장편,한국,6,"6,445,100","1,017","5,651,000",887,다큐멘터리,15세이상관람가,독립/예술영화
1557,짐작보다 따뜻하게,이상민,아베크엠 엔터테인먼트,,(주)맑은시네마,2016/05/19,개봉영화,장편,한국,5,"7,402,500","1,011","6,146,000",784,드라마,12세이상관람가,독립/예술영화
1558,나쁜 피,강효진,(주)키노크러시,,(주)팝엔터테인먼트,2012/11/01,개봉영화,장편,한국,12,"7,233,500","1,008","1,663,000",209,범죄,청소년관람불가,독립/예술영화
1559,코인라커,김태경,주식회사 마운틴픽쳐스,,(주)드림팩트엔터테인먼트,2015/05/28,개봉영화,장편,한국,13,"7,043,500","1,008","5,679,500",793,드라마,청소년관람불가,독립/예술영화
1560,행복의 나라,정민규,(주)무다필름,,㈜인디스토리,2018/07/19,개봉영화,장편,한국,15,"6,607,800","1,006","3,984,900",582,드라마,청소년관람불가,독립/예술영화
1561,"자, 이제 댄스타임",조세영,,,주식회사 키노엔터테인먼트,2014/06/26,개봉영화,장편,한국,2,"6,865,000","1,005","5,757,000",785,다큐멘터리,15세이상관람가,독립/예술영화
1562,소녀와 여자,김효정,(주)꿈꾸는 오아시스,,㈜인디스토리,2016/06/16,개봉영화,장편,한국,17,"6,742,000",998,"4,763,500",671,다큐멘터리,15세이상관람가,독립/예술영화
1563,감자심포니,전용택,택필름,,(주)이모션픽처스,2009/12/10,개봉영화,장편,한국,9,"6,102,991",995,"2,741,000",510,액션,15세이상관람가,독립/예술영화
1564,"섹스, 거짓말 그리고 비디오 테이프",봉만대,"(주)스넵쏘울,영화사뜰(주)",,(주)스넵쏘울,2012/07/12,개봉영화,장편,한국,9,"6,723,500",993,"5,008,000",746,코미디,청소년관람불가,독립/예술영화
1565,설인,이사무엘,한국영화아카데미,,씨제이 씨지브이(CJ CGV)(주),2013/03/14,개봉영화,장편,한국,6,"7,404,500",988,"6,005,500",793,판타지,청소년관람불가,독립/예술영화
1566,욕망의 독: 중독,윤여창,(주)매니아22,,어뮤즈,2014/09/25,개봉영화,장편,한국,20,"6,135,000",988,"4,510,000",644,스릴러,청소년관람불가,일반영화
1567,환상,이숭환,(주)케이알씨지,,(유)조이앤컨텐츠그룹,2014/10/30,개봉영화,장편,한국,19,"4,693,000",987,"1,075,000",243,멜로/로맨스,청소년관람불가,일반영화
1568,스타박'스 다방,이상우,영화사 온난전선,,(주)드림팩트엔터테인먼트,2018/01/11,개봉영화,장편,한국,28,"6,194,000",983,"2,142,500",298,코미디,15세이상관람가,독립/예술영화
1569,무게,전규환,(주)트리필름,,(주)넥스트엔터테인먼트월드(NEW),2013/11/07,개봉영화,장편,한국,2,"7,079,500",981,"5,379,500",706,드라마,청소년관람불가,독립/예술영화
1570,악사들,김지곤,"반달,'탁주'조합",,㈜인디스토리,2014/12/04,개봉영화,장편,한국,11,"6,342,200",981,"1,354,500",176,다큐멘터리,15세이상관람가,독립/예술영화
1571,경계,장률,(주)지이십일엠,,(주)스폰지이엔티,2007/11/08,개봉영화,장편,한국,0,0,973,0,775,드라마,청소년관람불가,독립/예술영화
1572,아더왕의 전설,정성복,(주)패뷸러스,,(주)패뷸러스,2016/11/09,개봉영화,장편,한국,5,"15,299,000",967,"13,528,000",850,공연,전체관람가,일반영화
1573,나도 때론 포르노그라피의 주인공이고 싶다,장성수,(주)피터팬픽쳐스,,(주)피터팬픽쳐스,2015/11/12,개봉영화,장편,한국,20,"6,148,000",961,"4,812,000",713,멜로/로맨스,청소년관람불가,일반영화
1574,파스카,안선경,궁금단영화,,무브먼트,2015/07/09,개봉영화,장편,한국,11,"6,701,500",961,"4,273,500",551,드라마,15세이상관람가,독립/예술영화
1575,영건 탐정사무소,오영두,"키노망고스틴,킹레코드",,㈜인디스토리,2012/08/30,개봉영화,장편,한국,17,"7,177,000",957,"5,660,000",739,SF,청소년관람불가,독립/예술영화
1576,사돈의 팔촌,장현상,피도 안마른 녀석들,,서울독립영화제,2016/05/12,개봉영화,장편,한국,10,"6,938,500",954,"5,859,000",781,멜로/로맨스,15세이상관람가,독립/예술영화
1577,아일랜드 - 시간을 훔치는 섬,박진성,(주)고앤고필름,,(유)조이앤시네마,2015/11/26,개봉영화,장편,한국,21,"7,370,900",948,"4,852,200",587,미스터리,15세이상관람가,독립/예술영화
1578,여덟 번의 감정,성지혜,문 영화사,,(주)스폰지이엔티,2010/09/30,개봉영화,장편,한국,2,"6,605,714",948,"5,768,000",809,드라마,15세이상관람가,독립/예술영화
1579,U.F.O.,공귀현,스파이럴 프로젝트,,㈜인디스토리,2012/05/24,개봉영화,장편,한국,11,"6,765,000",943,"5,186,000",687,드라마,청소년관람불가,독립/예술영화
1580,노르웨이의 숲,노진수,(주)타임스토리 필름앤북스,,(주)키노아이디엠씨,2010/09/30,개봉영화,장편,한국,8,"7,240,683",941,"2,986,000",358,코미디,청소년관람불가,일반영화
1581,전망 좋은 하우스 - 맛있는 섹스,미스터 엘,(주)케이알씨지,,(주)케이알씨지,2014/02/20,개봉영화,장편,한국,5,"1,160,000",940,"250,000",50,멜로/로맨스,청소년관람불가,일반영화
1582,하나안,박루슬란,"(주)영화사 자미,플라잉타이거픽처스",,㈜인디스토리,2012/10/11,개봉영화,장편,한국,12,"6,781,400",934,"5,056,900",668,드라마,청소년관람불가,독립/예술영화
1583,"이,기적인 남자",김재식,브릿지 프로덕션,,(주)리틀빅픽쳐스,2018/10/25,개봉영화,장편,한국,14,"7,401,800",918,"3,168,000",396,드라마,15세이상관람가,독립/예술영화
1584,천상고원,김응수,김응수필름,,이모션픽처스,2007/05/31,개봉영화,장편,한국,1,0,918,0,918,드라마,전체관람가,독립/예술영화
1585,경,김소영,영화사구경,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2010/04/29,개봉영화,장편,한국,4,"6,300,624",916,"7,892,900","1,096",드라마,15세이상관람가,독립/예술영화
1586,젊은엄마 : 내 나이가 어때서,김일종,골든타이드픽처스(주),,골든타이드픽처스(주),2015/05/07,개봉영화,장편,한국,20,"4,515,000",916,"813,000",162,드라마,청소년관람불가,일반영화
1587,나를 닮은 얼굴,태미 추,뿌리의집,,(주)영화사 진진,2010/09/30,개봉영화,장편,한국,2,"5,023,370",907,"3,339,500",494,다큐멘터리,전체관람가,독립/예술영화
1588,노랑머리 - 플라스틱 섹스,이세일,(주)케이알씨지,,(주)케이알씨지,2013/08/01,개봉영화,장편,한국,1,"1,800,000",900,0,0,성인물(에로),청소년관람불가,일반영화
1589,왓니껴,이동삼,진이엔터테인먼트,,주식회사 마운틴픽쳐스,2014/08/21,개봉영화,장편,한국,5,"5,622,000",898,"2,293,000",314,드라마,12세이상관람가,독립/예술영화
1590,비단꽃길,김정욱,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2013/10/17,개봉영화,장편,한국,8,"5,820,500",896,"3,470,000",450,다큐멘터리,전체관람가,독립/예술영화
1591,션샤인 러브,조은성,"(주)티피에스컴퍼니,필름문",,"(주)인벤트스톤,(주)영화사오원",2015/09/17,개봉영화,장편,한국,17,"7,069,800",896,"3,985,300",475,판타지,12세이상관람가,독립/예술영화
1592,7공주 대리운전,이재훈,(주)유림엔터테인먼트,,(주)나우콘텐츠,2015/05/28,개봉영화,장편,한국,20,"4,308,000",894,"2,153,000",430,코미디,청소년관람불가,일반영화
1593,페티쉬,손수범,(주)스타피쉬픽쳐스,,(주)영화사 조제,2010/11/25,개봉영화,장편,한국,3,"6,524,946",886,"4,764,000",656,스릴러,청소년관람불가,독립/예술영화
1594,맛있는 인생,조성규,"(주)스폰지이엔티,(주)이든픽쳐스",,(주)스폰지이엔티,2010/10/28,개봉영화,장편,한국,4,"6,129,233",885,"5,488,000",769,드라마,15세이상관람가,독립/예술영화
1595,맞짱,차룡,(주)차룡영화사,,(주)차룡영화사,2018/09/12,개봉영화,장편,한국,11,"2,237,000",885,"1,447,000",699,액션,청소년관람불가,일반영화
1596,철암 계곡의 혈투,지하진,스피나치앤빈,,㈜인디스토리,2012/07/12,개봉영화,장편,한국,10,"6,357,500",866,"5,131,500",672,서부극(웨스턴),청소년관람불가,독립/예술영화
1597,청춘그루브,변성현,(주)다세포클럽,,"(주)두타연,(주)미디어데이",2012/03/15,개봉영화,장편,한국,5,"6,922,500",864,"6,242,500",767,드라마,15세이상관람가,독립/예술영화
1598,그리다,"장호준,이인의,박재영",,,㈜인디스토리,2017/10/26,개봉영화,옴니버스,한국,15,"5,996,300",861,"5,024,500",695,드라마,12세이상관람가,독립/예술영화
1599,카토 프로젝트,김정욱,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2014/04/17,개봉영화,장편,한국,3,"2,373,000",860,"1,869,000",761,다큐멘터리,전체관람가,독립/예술영화
1600,바다,윤태식,효린필름,,주식회사 마운틴픽쳐스,2011/09/01,개봉영화,장편,한국,8,"6,226,000",858,"4,054,500",511,드라마,12세이상관람가,독립/예술영화
1601,울보,이진우,영화사 소일,,오퍼스픽쳐스(유),2016/01/28,개봉영화,장편,한국,10,"6,443,400",858,"4,569,400",589,드라마,청소년관람불가,독립/예술영화
1602,창간호,"백승환,하수민,정인희,지일주","(주)백그림,(주)실버라이닝 스튜디오",,(주)트리플픽쳐스,2019/01/17,개봉영화,옴니버스,한국,7,"7,174,650",857,"6,362,650",732,드라마,15세이상관람가,독립/예술영화
1603,완벽한 파트너-감독판,박헌수,"(주)영화사참,락시픽쳐스",,타임스토리그룹(주),2011/12/01,개봉영화,장편,한국,4,"6,788,000",844,"1,979,000",234,코미디,청소년관람불가,일반영화
1604,숙희,양지은,필름라인,,주식회사 노버스엔터테인먼트,2014/07/10,개봉영화,장편,한국,11,"5,446,000",841,"3,405,000",521,드라마,청소년관람불가,독립/예술영화
1605,살결,이성강,소돔프로덕션,,㈜인디스토리,2007/05/10,개봉영화,장편,한국,0,0,840,0,536,드라마,청소년관람불가,독립/예술영화
1606,타클라마칸,고은기,(주)영화공장,,(주)드림팩트엔터테인먼트,2018/03/22,개봉영화,장편,한국,17,"6,574,300",840,"5,181,300",627,드라마,청소년관람불가,독립/예술영화
1607,기화,문정윤,아방가르드 필름,,아방가르드 필름,2015/02/26,개봉영화,장편,한국,5,"5,753,500",831,"4,760,000",685,드라마,청소년관람불가,독립/예술영화
1608,링크,우디 한,,,(주)키노아이디엠씨,2011/07/28,개봉영화,장편,한국,4,"6,099,500",829,"5,553,500",731,스릴러,청소년관람불가,독립/예술영화
1609,고스톱 살인,김준권,영화사 연,,(주)랠리버튼,2014/03/20,개봉영화,장편,한국,5,"5,479,500",820,"4,134,500",608,판타지,15세이상관람가,독립/예술영화
1610,눈꺼풀,오멸,주식회사 자파리필름,,(주)영화사 진진,2018/04/12,개봉영화,장편,한국,14,"5,942,200",820,"4,029,500",512,드라마,15세이상관람가,독립/예술영화
1611,서울연애,이우정,서울독립영화제,,서울독립영화제,2014/10/30,개봉영화,옴니버스,한국,6,"6,158,100",820,"5,720,100",744,드라마,청소년관람불가,독립/예술영화
1612,젊은 엄마 3,채길병,골든타이드픽처스(주),,골든타이드픽처스(주),2015/09/03,개봉영화,장편,한국,20,"4,137,000",820,"885,000",176,멜로/로맨스,청소년관람불가,일반영화
1613,군사통제구역 팔이공지대,구모,허니필름,,골든타이드픽처스(주),2013/07/25,개봉영화,장편,한국,3,"5,950,000",813,"4,944,000",646,미스터리,청소년관람불가,독립/예술영화
1614,춤추는 동물원,"김효정,박성용",핸디크라프트 필름,,㈜인디스토리,2010/12/02,개봉영화,장편,한국,5,"6,013,343",813,"5,339,400",701,드라마,15세이상관람가,독립/예술영화
1615,악인은 너무 많다,김회근,하이엔드픽쳐스,,어뮤즈,2011/12/15,개봉영화,장편,한국,7,"6,443,500",809,"3,260,000",405,드라마,청소년관람불가,독립/예술영화
1616,압록강은 흐른다,이종한,SBS프로덕션,,주식회사 루믹스미디어,2009/06/04,개봉영화,장편,한국,1,"3,397,814",806,"3,360,500",797,드라마,전체관람가,일반영화
1617,러브씬,"문인대,이정원,김두헌",(주)스푸키번치,,골든타이드픽처스(주),2013/10/03,개봉영화,옴니버스,한국,4,"3,775,000",805,"2,025,000",405,멜로/로맨스,청소년관람불가,일반영화
1618,소규모 아카시아 밴드 이야기,"민환기,구미정",(주)이모션픽처스,,(주)이모션픽처스,2010/01/14,개봉영화,장편,한국,5,"5,721,328",802,"5,152,500",703,다큐멘터리,12세이상관람가,독립/예술영화
1619,다영씨,고봉수,고브로 필름,,㈜인디스토리,2018/12/06,개봉영화,장편,한국,19,"5,206,600",797,"2,912,100",442,드라마,12세이상관람가,독립/예술영화
1620,"용서, 그 먼 길 끝에 당신이 있습니까",조욱희,㈜에스비에스,,주식회사 루믹스미디어,2008/11/06,개봉영화,장편,한국,2,"4,634,500",795,"4,634,500",795,다큐멘터리,12세이상관람가,독립/예술영화
1621,혼자,박홍민,농부영화사,,㈜인디스토리,2016/11/24,개봉영화,장편,한국,8,"5,355,500",794,"3,966,500",577,스릴러,청소년관람불가,독립/예술영화
1622,마님,김광중,골든타이드픽처스(주),,골든타이드픽처스(주),2015/08/14,개봉영화,장편,한국,20,"4,088,000",791,"836,000",167,멜로/로맨스,청소년관람불가,일반영화
1623,상어,김동현,김동현필름,,㈜인디스토리,2007/05/10,개봉영화,장편,한국,0,0,790,0,633,드라마,15세이상관람가,독립/예술영화
1624,검은 땅의 소녀와,전수일,(주)동녘필름,,(주)스폰지이엔티,2007/11/15,개봉영화,장편,한국,0,0,786,0,618,가족,전체관람가,독립/예술영화
1625,Jam Docu 강정,"경순,권효,최진성,김태일,양동규,정윤석,최하동하,홍형숙",,,"시네마달,(사)한국독립영화협회",2011/12/22,개봉영화,옴니버스,한국,3,"5,397,000",786,"4,410,000",612,다큐멘터리,12세이상관람가,독립/예술영화
1626,숨,함경록,건시네마,,(재)전주국제영화제조직위원회,2011/09/01,개봉영화,장편,한국,8,"5,033,000",785,"2,935,000",380,드라마,15세이상관람가,독립/예술영화
1627,눈이라도 내렸으면,장희철,야간비행,,야간비행,2016/05/12,개봉영화,장편,한국,3,"5,611,000",782,"1,493,000",241,드라마,15세이상관람가,독립/예술영화
1628,앙상블,이종필,길스토리,,길스토리,2014/12/18,개봉영화,장편,한국,1,"6,195,500",776,"6,195,500",776,드라마,전체관람가,일반영화
1629,예스 평창!,백철기,명작엔터테인먼트(주),,시네마 뉴원,2018/03/08,개봉영화,장편,한국,11,"6,530,800",774,"5,996,300",683,다큐멘터리,전체관람가,일반영화
1630,달에 부는 바람,이승준,민치앤필름,,무브먼트,2016/05/26,개봉영화,장편,한국,7,"4,901,600",773,"3,086,000",482,다큐멘터리,전체관람가,독립/예술영화
1631,없던 일,윤여창,굿픽처스,,(주)나우콘텐츠,2015/08/20,개봉영화,장편,한국,21,"3,799,000",772,"2,033,000",406,드라마,청소년관람불가,일반영화
1632,젊은 처제,이세종,㈜리필름,,주식회사 루믹스미디어,2015/09/10,개봉영화,장편,한국,21,"4,913,000",770,"2,044,000",268,멜로/로맨스,청소년관람불가,일반영화
1633,"씨, 베토벤","박진순,민복기",이달투,,㈜인디스토리,2014/03/27,개봉영화,장편,한국,8,"5,612,000",764,"4,346,000",559,드라마,15세이상관람가,독립/예술영화
1634,블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,"김성권,이임주",㈜스토리셋,,㈜스토리셋,2016/04/14,개봉영화,장편,한국,7,"5,806,000",760,"5,538,000",725,다큐멘터리,전체관람가,독립/예술영화
1635,소시민,김병준,영화사 새삶,,홀리가든,2017/01/12,개봉영화,장편,한국,10,"5,585,800",760,"4,117,500",551,코미디,15세이상관람가,독립/예술영화
1636,콩가네,남기웅,(주)이웃엔터테인먼트,,프리비젼엔터테인먼트,2013/07/11,개봉영화,장편,한국,3,"5,451,500",755,"4,212,000",563,가족,청소년관람불가,독립/예술영화
1637,7월 32일,진승현,"(주)진진엔터테인먼트필름,㈜기억속의매미",,㈜기억속의매미,2010/04/22,개봉영화,장편,한국,3,"4,678,963",754,"1,038,000",259,드라마,청소년관람불가,독립/예술영화
1638,귀신의 향기,이준학,(주)스튜디오후크,,(주)스튜디오후크,2019/07/03,개봉영화,장편,한국,17,"5,295,500",748,"1,309,200",172,공포(호러),15세이상관람가,일반영화
1639,러브앤서울 복숭아마을 도색소동기,조조 히데오,(주)케이알씨지,,(주)케이알씨지,2015/07/27,개봉영화,장편,한국,5,"3,847,000",744,"1,204,000",231,멜로/로맨스,청소년관람불가,독립/예술영화
1640,블러디쉐이크,김지용,"㈜팜코리아미디어 ,인디퓨쳐스튜디오",,㈜팜코리아미디어,2010/05/27,개봉영화,장편,한국,4,"3,351,622",733,"304,000",61,드라마,청소년관람불가,독립/예술영화
1641,핑크,전수일,"(주)동녘필름,주식회사 마운틴픽쳐스",,주식회사 마운틴픽쳐스,2012/03/15,개봉영화,장편,한국,11,"4,732,000",730,"2,137,000",281,드라마,청소년관람불가,독립/예술영화
1642,어이그 저 귓것,오멸,(주)제주넷,,(주)영화사 진진,2011/08/25,개봉영화,장편,한국,6,"5,367,200",713,"4,201,700",530,드라마,전체관람가,독립/예술영화
1643,착한 여자,경석호,영화사 인연,,(주)소나무픽쳐스,2015/03/25,개봉영화,장편,한국,20,"2,959,000",708,"777,000",269,멜로/로맨스,청소년관람불가,일반영화
1644,방 안의 코끼리,"박수영,권칠인,권호영",한국영화아카데미,,㈜인디스토리,2016/03/03,개봉영화,옴니버스,한국,24,"5,430,800",707,"2,590,000",335,기타,청소년관람불가,독립/예술영화
1645,뷰티풀 차일드,이성수,(주)피쉬트리 & STARTREE ENTERTAINMENT LTD,,주식회사 마운틴픽쳐스,2013/11/28,개봉영화,장편,한국,6,"4,632,000",703,"3,695,000",534,다큐멘터리,전체관람가,독립/예술영화
1646,"빗자루, 금붕어 되다",김동주,김동주필름,,(주)마노엔터테인먼트,2010/09/30,개봉영화,장편,한국,5,"4,899,424",694,"3,301,500",426,드라마,15세이상관람가,독립/예술영화
1647,미스터 컴퍼니,민환기,1014픽쳐스,,㈜인디스토리,2014/02/27,개봉영화,장편,한국,10,"4,620,800",690,"3,871,800",564,다큐멘터리,12세이상관람가,독립/예술영화
1648,깔깔깔 희망버스,이수정,생의 한가운데,,주식회사 마운틴픽쳐스,2012/09/27,개봉영화,장편,한국,7,"4,638,400",689,"4,304,900",639,다큐멘터리,15세이상관람가,독립/예술영화
1649,우리가족,김도현,,,주식회사 마운틴픽쳐스,2014/07/24,개봉영화,장편,한국,7,"4,166,000",689,"3,247,000",537,다큐멘터리,전체관람가,독립/예술영화
1650,탐욕의 별,공귀현,스파이럴 프로젝트,,㈜인디스토리,2016/04/27,개봉영화,장편,한국,9,"4,461,500",684,"3,101,500",468,다큐멘터리,15세이상관람가,독립/예술영화
1651,겨울냄새,전화성,크리에이티브컴즈(주),,크리에이티브컴즈(주),2011/08/18,개봉영화,장편,한국,3,"5,461,000",682,"4,178,500",495,다큐멘터리,전체관람가,독립/예술영화
1652,아름다운 유산,김창만,(주)마루인큐브,,제나두엔터테인먼트,2011/04/14,개봉영화,장편,한국,3,"3,397,500",678,"3,295,000",662,드라마,전체관람가,일반영화
1653,심장이 뛰네,허은희,오렌지시네마,,(주)키노아이디엠씨,2011/07/28,개봉영화,장편,한국,4,"4,325,500",677,"2,694,500",359,드라마,청소년관람불가,일반영화
1654,캠퍼스 S 커플,송창용,(주)레알컴퍼니,,(주)액티버스엔터테인먼트,2014/05/15,개봉영화,장편,한국,1,"4,728,000",677,"4,728,000",677,멜로/로맨스,청소년관람불가,일반영화
1655,해에게서 소년에게,안슬기,"(주)타이거시네마,DGC",,주식회사 디에스이이디,2015/11/19,개봉영화,장편,한국,21,"4,549,500",675,"2,411,500",311,드라마,15세이상관람가,독립/예술영화
1656,파도치는 땅,임태규,(재)전주국제영화제조직위원회,,아이 엠,2019/04/04,개봉영화,장편,한국,21,"4,952,300",673,"3,302,500",392,드라마,12세이상관람가,독립/예술영화
1657,예수보다 낯선,여균동,우사유필름,,(주)미로스페이스,2019/04/04,개봉영화,장편,한국,17,"4,140,080",672,"2,537,500",387,코미디,15세이상관람가,독립/예술영화
1658,워킹 스트리트,이상우,"(주)컨텐츠로드,(주)케이피필름",,(주)모멘텀엔터테인먼트,2016/11/17,개봉영화,장편,한국,3,"4,020,100",664,"3,590,000",590,드라마,청소년관람불가,독립/예술영화
1659,들꽃,박석영,(주)무비엔진,,(주)인디플러그,2015/11/05,개봉영화,장편,한국,12,"5,192,300",663,"4,129,300",509,드라마,청소년관람불가,독립/예술영화
1660,오디세오,정성복,(주)패뷸러스,,(주)패뷸러스,2015/10/22,개봉영화,장편,한국,8,"9,880,000",662,"6,260,000",419,공연,전체관람가,일반영화
1661,천 번을 불러도,신성섭,(주)에스아이지,,주식회사 마운틴픽쳐스,2014/10/16,개봉영화,장편,한국,9,"4,571,700",659,"3,189,200",447,드라마,15세이상관람가,독립/예술영화
1662,허풍,공자관,"골든타이드픽처스(주),밀크픽처스",,골든타이드픽처스(주),2013/08/14,개봉영화,장편,한국,3,"3,031,000",656,"1,008,000",201,코미디,청소년관람불가,일반영화
1663,살기 위하여,이강길,카메라아이필름,,시네마달,2009/04/16,개봉영화,장편,한국,1,"3,850,283",645,"3,856,100",654,다큐멘터리,12세이상관람가,독립/예술영화
1664,미녀전쟁,임진승,골든타이드픽처스(주),,골든타이드픽처스(주),2013/12/19,개봉영화,장편,한국,4,"2,905,000",631,"1,000,000",200,코미디,청소년관람불가,일반영화
1665,하숙집,경석호,영화사 인연,,(주)소나무픽쳐스,2015/02/25,개봉영화,장편,한국,5,"3,305,000",630,"385,000",70,멜로/로맨스,청소년관람불가,일반영화
1666,내 친구의 아내,탁승오,(주)씨네토리,,(주)소나무픽쳐스,2015/12/03,개봉영화,장편,한국,20,"4,493,000",622,"1,713,000",202,멜로/로맨스,청소년관람불가,일반영화
1667,후쿠시마의 미래,이홍기,(주)리키필름,,(주)인디플러그,2015/04/09,개봉영화,장편,한국,7,"4,218,000",621,"2,529,000",376,다큐멘터리,전체관람가,독립/예술영화
1668,수상한 언니들,노진수,(주)인터하우스,,(주)투한미디어,2016/03/03,개봉영화,장편,한국,21,"3,333,000",616,"2,451,000",447,멜로/로맨스,청소년관람불가,일반영화
1669,짓2: 붉은 낙타,노진수,㈜리필름,,(주)드림팩트엔터테인먼트,2015/08/07,개봉영화,장편,한국,20,"3,146,000",616,"846,000",169,드라마,청소년관람불가,일반영화
1670,꼭 껴안고 눈물 핑,김동원,"㈜렛츠필름,㈜킴클스",,(주)영화사 조제,2011/03/10,개봉영화,장편,한국,8,"4,552,000",614,"2,325,500",289,드라마,15세이상관람가,독립/예술영화
1671,왕초와 용가리,이창준,봄저너머 미디어,,㈜인디스토리,2016/09/08,개봉영화,장편,한국,8,"4,205,200",614,"3,177,700",460,다큐멘터리,15세이상관람가,독립/예술영화
1672,더 블랙,이마리오,이달투,,이달투,2018/09/13,개봉영화,장편,한국,13,"4,418,500",608,"2,397,100",327,다큐멘터리,전체관람가,독립/예술영화
1673,베드,박철수,씨네힐,,주식회사 마운틴픽쳐스,2013/01/17,개봉영화,장편,한국,9,"4,186,000",606,"1,984,000",285,드라마,청소년관람불가,독립/예술영화
