순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
662,마을금고 연쇄습격사건,박상준,"필름큐엔터테인먼트,(주)노비스엔터테인먼트",,(주)쇼박스,2007/11/14,개봉영화,장편,한국,0,0,"123,770",0,"25,980",코미디,15세이상관람가,일반영화
663,마법천자문: 대마왕의 부활을 막아라,윤영기,"(주)디엔에이프로덕션,디앤에이프로덕션",,씨제이엔터테인먼트,2010/08/19,개봉영화,장편,한국,179,"800,649,684","123,538","215,803,000","31,777",애니메이션,전체관람가,일반영화
664,똥파리,양익준,몰필름,,(주)영화사 진진,2009/04/16,개봉영화,장편,한국,68,"844,521,819","123,046","444,826,700","62,952",드라마,청소년관람불가,독립/예술영화
665,"서서평, 천천히 평온하게","홍주연,홍현정",재단법인 온누리선교재단(CGNTV),,커넥트픽쳐스(주),2017/04/26,개봉영화,장편,한국,234,"875,685,400","123,036","432,388,600","57,346",다큐멘터리,전체관람가,독립/예술영화
666,퇴마: 무녀굴,김휘,"(주)케이프로덕션,플로우식스(주),버티고필름",,씨네그루(주)다우기술,2015/08/20,개봉영화,장편,한국,331,"951,843,500","120,802","238,138,900","29,025",공포(호러),15세이상관람가,일반영화
667,죽여주는 여자,이재용,"한국영화아카데미,주식회사 뭉클픽쳐스",,CGV아트하우스,2016/10/06,개봉영화,장편,한국,317,"872,397,300","119,964","376,215,400","51,740",드라마,청소년관람불가,독립/예술영화
668,나는 갈매기,권상준,㈜드림빌엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2009/09/26,개봉영화,장편,한국,71,"711,793,733","119,312","141,959,000","21,362",다큐멘터리,전체관람가,독립/예술영화
669,어머니는 죽지 않는다,하명중,HMJ필름,,롯데쇼핑㈜롯데엔터테인먼트,2007/09/12,개봉영화,장편,한국,0,0,"116,993",0,"49,664",가족,12세이상관람가,일반영화
670,여교사,김태용,(주)외유내강,,필라멘트픽쳐스,2017/01/04,개봉영화,장편,한국,393,"947,192,460","116,851","299,247,560","36,539",드라마,청소년관람불가,독립/예술영화
671,최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2016/02/04,개봉영화,장편,한국,349,"866,704,200","115,704","172,514,300","22,357",애니메이션,전체관람가,일반영화
672,배우는 배우다,신연식,"(주) 루스이소니도스,(주)김기덕 필름",,(주)넥스트엔터테인먼트월드(NEW),2013/10/24,개봉영화,장편,한국,297,"811,031,000","111,927","270,902,500","35,389",드라마,청소년관람불가,일반영화
673,꽃미남 연쇄 테러 사건,이권,"SM픽쳐스,폴룩스픽쳐스(주)",,"영화사청어람(주),(주)엠엔에프씨",2007/07/26,개봉영화,장편,한국,0,0,"110,905",0,"27,099",코미디,12세이상관람가,일반영화
674,걸프렌즈,강석범,"영화사 아람(주),(주)미로비젼",,(주)넥스트엔터테인먼트월드(NEW),2009/12/17,개봉영화,장편,한국,244,"787,235,297","109,195","318,246,000","42,177",멜로/로맨스,15세이상관람가,일반영화
675,히트,이성한,(주)부영엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2011/10/13,개봉영화,장편,한국,171,"771,023,500","109,019","174,749,000","22,396",드라마,15세이상관람가,일반영화
676,도희야,정주리,"파인하우스필름(주),나우필름(주)",,CGV아트하우스,2014/05/22,개봉영화,장편,한국,310,"830,948,100","106,511","250,750,700","30,778",드라마,청소년관람불가,독립/예술영화
677,아마존의 눈물,"김진만,김현철",(주)MBC,,주식회사 마운틴픽쳐스,2010/03/25,개봉영화,장편,한국,47,"658,632,935","105,886","194,192,000","27,825",다큐멘터리,15세이상관람가,독립/예술영화
678,허밍,박대영,㈜더드림앤드픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2008/03/13,개봉영화,장편,한국,167,"640,923,000","104,850","237,746,000","38,194",멜로/로맨스,12세이상관람가,일반영화
679,5백만불의 사나이,김익로,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",,씨제이이앤엠(주),2012/07/19,개봉영화,장편,한국,331,"739,789,500","104,736","193,733,000","25,929",코미디,15세이상관람가,일반영화
680,꿈은 이루어진다,계윤식,"(주)드림슈거픽쳐스,와이케이픽쳐스,EXCON",,씨제이엔터테인먼트,2010/05/27,개봉영화,장편,한국,222,"730,581,233","103,627","201,625,000","27,110",코미디,15세이상관람가,일반영화
681,교회오빠,이호경,"KBS,커넥트픽쳐스(주)",,커넥트픽쳐스(주),2019/05/16,개봉영화,장편,한국,200,"822,660,710","103,128","279,165,720","33,598",다큐멘터리,전체관람가,독립/예술영화
682,더 테이블,김종관,볼미디어(주),,(주)엣나인필름,2017/08/24,개봉영화,장편,한국,272,"830,762,100","103,054","473,573,400","56,654",드라마,12세이상관람가,독립/예술영화
683,크게 될 놈,강지은,밀짚모자영화사(주),,(주)영화사오원,2019/04/18,개봉영화,장편,한국,447,"780,915,420","102,223","146,506,530","18,392",드라마,15세이상관람가,일반영화
684,루시드 드림,김준성,(주)로드픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),2017/02/22,개봉영화,장편,한국,461,"759,481,000","102,170","225,006,500","29,168",SF,15세이상관람가,일반영화
685,바람,이성한,(주)필름더데이즈,,(주)싸이더스,2009/11/26,개봉영화,장편,한국,120,"726,321,610","101,197","274,360,500","34,830",드라마,청소년관람불가,일반영화
686,게이트,신재호,삼삼공구 브라더스,,(주)제이앤씨미디어그룹,2018/02/28,개봉영화,장편,한국,208,"820,756,100","101,173","187,520,600","22,814",범죄,15세이상관람가,일반영화
